,Mean,Variance,Kurtosis,Skewness,contrast,dissimilarity,homogeneity,energy,asm,corr,lbp_energy,lbp_entropy,gabor_energy,gabor_entropy,Label
542,159.022256,4553.476641,-1.287797221,-0.111003221,888.8229516,15.36291935,0.253781864,0.018129821,0.00032869,0.902327409,0.151194036,2.84667472,0.16266559,2.807119819,Non_Fire
543,133.320368,1441.327204,0.05429613,-0.964986864,664.6759355,14.71454839,0.2243484,0.029386849,0.000863587,0.768173844,0.14661405,2.884825164,0.243661131,2.294982392,Non_Fire
544,54.590832,3477.08959,2.370416651,1.715852224,452.2223871,9.893903226,0.270061285,0.049175073,0.002418188,0.935032456,0.158752358,2.826014206,0.665826129,1.197105106,Non_Fire
545,110.900304,7534.693789,-1.037413231,0.618424794,177.1668387,5.857935484,0.360389257,0.09761738,0.009529153,0.988237209,0.168691341,2.773390452,0.519195077,1.512949652,Non_Fire
546,127.182208,4785.503376,-0.932221879,-0.46114617,1347.59971,21.4686129,0.159443363,0.035267508,0.001243797,0.859347233,0.163202732,2.815407249,0.199909197,2.583355842,Non_Fire
547,128.518352,900.5241592,0.052033418,0.184182062,370.6760484,14.17098387,0.077619057,0.013646343,0.000186223,0.794355453,0.14090764,2.916472925,0.201868767,2.50289931,Non_Fire
548,116.754672,3614.931574,-0.390286249,0.881328105,1273.197871,21.23483871,0.10221299,0.015640654,0.00024463,0.822662074,0.143893593,2.897935219,0.315890583,2.210483417,Non_Fire
549,119.61912,6037.87501,-1.378551587,0.344241746,311.3064355,9.221112903,0.194576351,0.020889656,0.000436378,0.974250096,0.145995638,2.875847686,0.343487859,2.19914764,Non_Fire
550,60.31416,2724.273447,-0.021037601,0.816863113,481.6313548,12.3366129,0.255373379,0.099840171,0.00996806,0.911614691,0.163061523,2.788848725,0.500087228,1.484693639,Non_Fire
551,99.691552,5573.412348,-0.998986898,0.563690235,578.0736452,13.26012903,0.250193193,0.025137251,0.000631881,0.948186146,0.156792485,2.833574934,0.324769334,2.221779486,Non_Fire
552,95.84064,3921.815404,-1.281920402,0.138127457,916.089629,16.07740323,0.193301065,0.018562533,0.000344568,0.883225003,0.149795224,2.865928334,0.262576728,2.264675109,Non_Fire
